[2025-12-11T11:37:03]
Strategy: greedy_ig
Pairwise: equal
News mode: BS
Num agents: 2
Iteration: 0
Error margin: None
Gaussian radius 5 
Grid info: range: 0-50-50, cell_size:0.125, map shape: (400, 400), center:True
init UAV positions: [(25.0, 25.0, 5.4), (-25.0, 25.0, 5.4)]
mcts_params: {}
Step	Entropy	MSE	Coverage	Heights	Actions	IGs
65   	7888.52     	0.010   	1.0000  	[21.7, 21.7]	[left, left]	[371.4331, 369.8688]
66   	7782.08     	0.009   	1.0000  	[21.7, 21.7]	[left, left]	[405.4478, 400.5194]
67   	7642.75     	0.009   	1.0000  	[21.7, 21.7]	[left, left]	[469.2375, 466.6203]
68   	7494.71     	0.009   	1.0000  	[21.7, 21.7]	[left, left]	[542.7857, 551.5923]
69   	7298.03     	0.009   	1.0000  	[21.7, 21.7]	[left, left]	[641.0920, 646.7907]
70   	6974.42     	0.009   	1.0000  	[21.7, 21.7]	[left, left]	[773.1550, 780.9221]
71   	6496.49     	0.009   	1.0000  	[21.7, 21.7]	[front, back]	[735.6332, 753.9211]
72   	6150.32     	0.007   	1.0000  	[21.7, 21.7]	[front, back]	[675.1839, 683.9208]
73   	5813.06     	0.007   	1.0000  	[21.7, 21.7]	[front, back]	[591.6849, 592.5892]
74   	5575.19     	0.006   	1.0000  	[21.7, 21.7]	[front, back]	[530.9527, 534.5734]
75   	5348.51     	0.006   	1.0000  	[21.7, 21.7]	[front, back]	[551.2083, 557.0838]
76   	5188.14     	0.006   	1.0000  	[21.7, 21.7]	[front, back]	[601.6656, 604.3889]
77   	5039.20     	0.005   	1.0000  	[21.7, 21.7]	[front, back]	[678.3182, 682.2880]
78   	4892.64     	0.005   	1.0000  	[21.7, 21.7]	[front, back]	[812.6217, 806.5729]
79   	4771.00     	0.005   	1.0000  	[21.7, 21.7]	[hover, hover]	[712.1307, 708.7163]
80   	4647.34     	0.005   	1.0000  	[21.7, 21.7]	[hover, hover]	[622.1944, 615.2952]
81   	4524.35     	0.004   	1.0000  	[21.7, 21.7]	[hover, hover]	[549.1966, 544.1484]
82   	4443.46     	0.004   	1.0000  	[21.7, 21.7]	[hover, hover]	[484.0335, 477.6234]
83   	4338.44     	0.004   	1.0000  	[21.7, 21.7]	[hover, right]	[425.9320, 419.8559]
84   	4266.32     	0.004   	1.0000  	[21.7, 21.7]	[right, right]	[391.7830, 412.6362]
85   	4208.89     	0.004   	1.0000  	[21.7, 21.7]	[right, right]	[396.6434, 386.1973]
86   	4160.88     	0.004   	1.0000  	[21.7, 21.7]	[right, right]	[377.4892, 399.8755]
87   	4124.32     	0.004   	1.0000  	[21.7, 21.7]	[right, right]	[389.0259, 441.6686]
88   	4080.72     	0.004   	1.0000  	[21.7, 21.7]	[right, right]	[432.3982, 523.5233]
89   	4040.46     	0.003   	1.0000  	[21.7, 21.7]	[right, right]	[513.1614, 634.2850]
90   	3963.98     	0.003   	1.0000  	[21.7, 21.7]	[right, right]	[616.2857, 779.5615]
91   	3794.76     	0.003   	1.0000  	[21.7, 21.7]	[right, hover]	[764.8619, 680.5037]
92   	3627.01     	0.003   	1.0000  	[21.7, 21.7]	[hover, hover]	[673.9474, 599.4098]
93   	3530.12     	0.003   	1.0000  	[21.7, 21.7]	[hover, hover]	[590.6936, 524.8733]
94   	3376.62     	0.003   	1.0000  	[21.7, 21.7]	[hover, hover]	[520.0495, 460.9031]
95   	3319.64     	0.003   	1.0000  	[21.7, 21.7]	[hover, hover]	[460.3807, 407.7192]
96   	3219.66     	0.002   	1.0000  	[21.7, 21.7]	[hover, hover]	[405.1411, 361.4112]
97   	3136.11     	0.002   	1.0000  	[21.7, 21.7]	[hover, hover]	[357.0143, 320.7673]
98   	3062.78     	0.002   	1.0000  	[21.7, 21.7]	[hover, hover]	[313.4804, 280.2077]
99   	3019.29     	0.002   	1.0000  	[21.7, 21.7]	[hover, hover]	[275.6110, 249.4511]
[2025-12-11T11:38:12]
Strategy: greedy_ig
Pairwise: equal
News mode: BS
Num agents: 2
Iteration: 12
Error margin: None
Gaussian radius 5 
Grid info: range: 0-50-50, cell_size:0.125, map shape: (400, 400), center:True
init UAV positions: [(-25.0, -25.0, 5.4), (-25.0, 25.0, 5.4)]
mcts_params: {}
Step	Entropy	MSE	Coverage	Heights	Actions	IGs
------------------------------------------------------------------------------------------------------------------------
0    	158826.13   	0.405   	0.0078  	[5.4, 5.4]	[up, up]	[807.8971, 807.8971]
1    	155960.59   	0.409   	0.0312  	[10.8, 10.8]	[up, up]	[1050.1340, 1047.0929]
2    	152527.78   	0.419   	0.0703  	[16.2, 16.2]	[front, back]	[1216.1145, 1211.2301]
3    	149881.81   	0.420   	0.0938  	[16.2, 16.2]	[right, right]	[1508.8933, 1513.2401]
4    	146238.94   	0.422   	0.1250  	[16.2, 16.2]	[front, back]	[1728.8258, 1721.0269]
5    	142348.82   	0.420   	0.1562  	[16.2, 16.2]	[right, right]	[2046.8140, 2033.8366]
6    	137590.33   	0.423   	0.1953  	[16.2, 16.2]	[front, back]	[2276.4362, 2271.1261]
7    	132609.69   	0.411   	0.2344  	[16.2, 16.2]	[right, right]	[2608.6940, 2608.5872]
8    	126734.61   	0.413   	0.2812  	[16.2, 16.2]	[right, right]	[2667.4813, 2662.6611]
9    	121180.60   	0.422   	0.3281  	[16.2, 16.2]	[right, right]	[2731.0174, 2740.7310]
10   	115555.39   	0.416   	0.3750  	[16.2, 16.2]	[right, right]	[2808.9806, 2807.4724]
11   	109749.34   	0.402   	0.4219  	[16.2, 16.2]	[right, right]	[2870.4948, 2882.3509]
12   	103836.25   	0.382   	0.4688  	[16.2, 16.2]	[right, right]	[2906.8262, 2914.4344]
13   	98011.68    	0.363   	0.5156  	[16.2, 16.2]	[right, right]	[2900.3672, 2914.3902]
14   	92169.57    	0.339   	0.5625  	[16.2, 16.2]	[right, right]	[2909.3922, 2912.2133]
15   	86251.07    	0.313   	0.6094  	[16.2, 16.2]	[right, right]	[2884.8235, 2906.6958]
16   	80577.94    	0.287   	0.6562  	[16.2, 16.2]	[right, right]	[2920.2611, 2903.3602]
17   	74685.17    	0.266   	0.7031  	[16.2, 16.2]	[right, right]	[2910.2680, 2915.0904]
18   	68895.30    	0.248   	0.7500  	[16.2, 16.2]	[front, back]	[2732.9868, 2718.2232]
19   	63975.11    	0.204   	0.7969  	[16.2, 16.2]	[front, back]	[2659.1346, 2666.6585]
20   	58672.77    	0.159   	0.8438  	[16.2, 16.2]	[front, back]	[2392.7937, 2397.0444]
21   	57611.38    	0.153   	0.8438  	[16.2, 16.2]	[front, back]	[2193.2251, 2192.5188]
22   	55850.23    	0.141   	0.8438  	[16.2, 16.2]	[front, back]	[2145.4231, 2146.4767]
23   	54637.19    	0.137   	0.8438  	[16.2, 16.2]	[front, back]	[2471.3092, 2455.9834]
24   	53606.27    	0.134   	0.8438  	[16.2, 16.2]	[front, back]	[2725.1419, 2719.8472]
25   	52642.99    	0.132   	0.8438  	[16.2, 16.2]	[front, back]	[2857.6935, 2870.5074]
26   	51380.37    	0.130   	0.8438  	[16.2, 16.2]	[front, back]	[2903.3205, 2922.5966]
27   	49798.72    	0.128   	0.8438  	[16.2, 16.2]	[front, back]	[2898.3346, 2912.3853]
28   	47642.50    	0.127   	0.8438  	[16.2, 16.2]	[left, left]	[2704.0211, 2733.6072]
29   	46853.44    	0.122   	0.8438  	[16.2, 16.2]	[left, left]	[2662.7934, 2660.6394]
30   	45961.12    	0.120   	0.8438  	[16.2, 16.2]	[left, left]	[2688.3647, 2673.3768]
31   	44891.19    	0.118   	0.8438  	[16.2, 16.2]	[left, left]	[2746.5007, 2735.7003]
32   	43828.83    	0.118   	0.8438  	[16.2, 16.2]	[left, left]	[2818.7333, 2823.3404]
33   	42693.07    	0.117   	0.8438  	[16.2, 16.2]	[left, left]	[2899.8312, 2909.3377]
34   	41593.94    	0.116   	0.8438  	[16.2, 16.2]	[left, left]	[2898.5982, 2931.0198]
35   	40617.57    	0.114   	0.8438  	[16.2, 16.2]	[left, left]	[2903.6287, 2929.2335]
36   	39537.29    	0.113   	0.8438  	[16.2, 16.2]	[left, left]	[2914.7252, 2920.1880]
37   	38470.26    	0.111   	0.8438  	[16.2, 16.2]	[left, left]	[2916.9729, 2931.2672]
38   	37289.13    	0.109   	0.8438  	[16.2, 16.2]	[back, front]	[2726.9674, 2739.5880]
39   	31898.75    	0.092   	0.8906  	[16.2, 16.2]	[back, front]	[2668.2549, 2666.9826]
40   	26540.49    	0.077   	0.9375  	[16.2, 16.2]	[back, front]	[2391.8717, 2395.4772]
41   	25425.64    	0.068   	0.9375  	[16.2, 16.2]	[back, front]	[2185.9724, 2190.0670]
42   	23663.25    	0.063   	0.9375  	[16.2, 16.2]	[right, right]	[1975.6287, 1995.5237]
43   	21471.58    	0.060   	0.9531  	[16.2, 16.2]	[right, right]	[1830.1116, 1856.8361]
44   	19136.65    	0.053   	0.9688  	[16.2, 16.2]	[right, right]	[1748.0755, 1780.7303]
45   	16872.38    	0.040   	0.9844  	[16.2, 16.2]	[right, right]	[1764.5523, 1783.5456]
46   	14495.99    	0.026   	1.0000  	[16.2, 16.2]	[back, front]	[1272.4510, 1283.6712]
47   	13664.21    	0.021   	1.0000  	[16.2, 16.2]	[back, front]	[1099.8244, 1097.4419]
48   	13154.80    	0.019   	1.0000  	[16.2, 16.2]	[right, right]	[929.5365, 932.3348]
49   	12662.39    	0.017   	1.0000  	[16.2, 16.2]	[right, right]	[787.9287, 776.9870]
50   	12368.47    	0.016   	1.0000  	[16.2, 16.2]	[right, right]	[678.6737, 673.3612]
51   	12095.14    	0.015   	1.0000  	[16.2, 16.2]	[up, up]	[625.9361, 622.3288]
52   	11868.94    	0.014   	1.0000  	[21.7, 21.7]	[back, front]	[640.5387, 636.6049]
53   	11631.27    	0.013   	1.0000  	[21.7, 21.7]	[right, right]	[645.7474, 647.5950]
54   	11360.87    	0.013   	1.0000  	[21.7, 21.7]	[right, right]	[667.5802, 680.0750]
55   	11069.50    	0.012   	1.0000  	[21.7, 21.7]	[back, front]	[708.9147, 724.9736]
56   	10658.93    	0.012   	1.0000  	[21.7, 21.7]	[back, front]	[817.6470, 830.4232]
57   	9949.08     	0.014   	1.0000  	[21.7, 21.7]	[hover, hover]	[714.1757, 736.0378]
58   	9550.23     	0.013   	1.0000  	[21.7, 21.7]	[hover, hover]	[625.9399, 642.6600]
59   	9162.34     	0.012   	1.0000  	[21.7, 21.7]	[hover, hover]	[549.2548, 567.2517]
60   	8841.84     	0.011   	1.0000  	[21.7, 21.7]	[hover, hover]	[486.0685, 489.0534]
61   	8542.39     	0.011   	1.0000  	[21.7, 21.7]	[hover, hover]	[427.4042, 429.2963]
62   	8295.66     	0.011   	1.0000  	[21.7, 21.7]	[hover, hover]	[377.9279, 378.4287]
63   	8148.30     	0.010   	1.0000  	[21.7, 21.7]	[left, left]	[343.5714, 335.0679]
64   	8016.37     	0.010   	1.0000  	[21.7, 21.7]	[left, left]	[339.7619, 329.1561]
65   	7888.52     	0.010   	1.0000  	[21.7, 21.7]	[left, left]	[371.4331, 369.8688]
66   	7782.08     	0.009   	1.0000  	[21.7, 21.7]	[left, left]	[405.4478, 400.5194]
67   	7642.75     	0.009   	1.0000  	[21.7, 21.7]	[left, left]	[469.2375, 466.6203]
68   	7494.71     	0.009   	1.0000  	[21.7, 21.7]	[left, left]	[542.7857, 551.5923]
69   	7298.03     	0.009   	1.0000  	[21.7, 21.7]	[left, left]	[641.0920, 646.7907]
70   	6974.42     	0.009   	1.0000  	[21.7, 21.7]	[left, left]	[773.1550, 780.9221]
71   	6496.49     	0.009   	1.0000  	[21.7, 21.7]	[front, back]	[735.6332, 753.9211]
72   	6150.32     	0.007   	1.0000  	[21.7, 21.7]	[front, back]	[675.1839, 683.9208]
73   	5813.06     	0.007   	1.0000  	[21.7, 21.7]	[front, back]	[591.6849, 592.5892]
74   	5575.19     	0.006   	1.0000  	[21.7, 21.7]	[front, back]	[530.9527, 534.5734]
75   	5348.51     	0.006   	1.0000  	[21.7, 21.7]	[front, back]	[551.2083, 557.0838]
76   	5188.14     	0.006   	1.0000  	[21.7, 21.7]	[front, back]	[601.6656, 604.3889]
77   	5039.20     	0.005   	1.0000  	[21.7, 21.7]	[front, back]	[678.3182, 682.2880]
78   	4892.64     	0.005   	1.0000  	[21.7, 21.7]	[front, back]	[812.6217, 806.5729]
79   	4771.00     	0.005   	1.0000  	[21.7, 21.7]	[hover, hover]	[712.1307, 708.7163]
80   	4647.34     	0.005   	1.0000  	[21.7, 21.7]	[hover, hover]	[622.1944, 615.2952]
81   	4524.35     	0.004   	1.0000  	[21.7, 21.7]	[hover, hover]	[549.1966, 544.1484]
82   	4443.46     	0.004   	1.0000  	[21.7, 21.7]	[hover, hover]	[484.0335, 477.6234]
83   	4338.44     	0.004   	1.0000  	[21.7, 21.7]	[hover, right]	[425.9320, 419.8559]
84   	4266.32     	0.004   	1.0000  	[21.7, 21.7]	[right, right]	[391.7830, 412.6362]
85   	4208.89     	0.004   	1.0000  	[21.7, 21.7]	[right, right]	[396.6434, 386.1973]
86   	4160.88     	0.004   	1.0000  	[21.7, 21.7]	[right, right]	[377.4892, 399.8755]
87   	4124.32     	0.004   	1.0000  	[21.7, 21.7]	[right, right]	[389.0259, 441.6686]
88   	4080.72     	0.004   	1.0000  	[21.7, 21.7]	[right, right]	[432.3982, 523.5233]
89   	4040.46     	0.003   	1.0000  	[21.7, 21.7]	[right, right]	[513.1614, 634.2850]
90   	3963.98     	0.003   	1.0000  	[21.7, 21.7]	[right, right]	[616.2857, 779.5615]
91   	3794.76     	0.003   	1.0000  	[21.7, 21.7]	[right, hover]	[764.8619, 680.5037]
92   	3627.01     	0.003   	1.0000  	[21.7, 21.7]	[hover, hover]	[673.9474, 599.4098]
93   	3530.12     	0.003   	1.0000  	[21.7, 21.7]	[hover, hover]	[590.6936, 524.8733]
94   	3376.62     	0.003   	1.0000  	[21.7, 21.7]	[hover, hover]	[520.0495, 460.9031]
95   	3319.64     	0.003   	1.0000  	[21.7, 21.7]	[hover, hover]	[460.3807, 407.7192]
96   	3219.66     	0.002   	1.0000  	[21.7, 21.7]	[hover, hover]	[405.1411, 361.4112]
97   	3136.11     	0.002   	1.0000  	[21.7, 21.7]	[hover, hover]	[357.0143, 320.7673]
98   	3062.78     	0.002   	1.0000  	[21.7, 21.7]	[hover, hover]	[313.4804, 280.2077]
99   	3019.29     	0.002   	1.0000  	[21.7, 21.7]	[hover, hover]	[275.6110, 249.4511]
[2025-12-11T11:38:17]
Strategy: greedy_ig
Pairwise: equal
News mode: BS
Num agents: 2
Iteration: 13
Error margin: None
Gaussian radius 5 
Grid info: range: 0-50-50, cell_size:0.125, map shape: (400, 400), center:True
init UAV positions: [(25.0, 25.0, 5.4), (-25.0, -25.0, 5.4)]
mcts_params: {}
Step	Entropy	MSE	Coverage	Heights	Actions	IGs
------------------------------------------------------------------------------------------------------------------------
0    	158826.13   	0.405   	0.0078  	[5.4, 5.4]	[up, up]	[807.8971, 807.8971]
1    	155949.20   	0.409   	0.0312  	[10.8, 10.8]	[up, up]	[1049.1203, 1045.2682]
2    	152561.00   	0.418   	0.0703  	[16.2, 16.2]	[back, front]	[1218.5389, 1211.1633]
3    	149879.63   	0.414   	0.0938  	[16.2, 16.2]	[left, right]	[1511.4821, 1502.6331]
4    	146211.93   	0.412   	0.1250  	[16.2, 16.2]	[back, front]	[1730.0320, 1715.3999]
5    	142339.80   	0.399   	0.1562  	[16.2, 16.2]	[left, right]	[2049.3394, 2030.3312]
6    	137591.71   	0.393   	0.1953  	[16.2, 16.2]	[left, front]	[2284.4989, 2270.6766]
7    	132655.76   	0.382   	0.2344  	[16.2, 16.2]	[back, right]	[2618.9421, 2614.8251]
8    	126678.10   	0.359   	0.2812  	[16.2, 16.2]	[left, right]	[2640.3586, 2663.7193]
9    	121200.89   	0.357   	0.3281  	[16.2, 16.2]	[left, right]	[2690.2499, 2737.8499]
10   	115651.56   	0.348   	0.3750  	[16.2, 16.2]	[left, right]	[2778.0608, 2809.5300]
11   	109819.34   	0.340   	0.4219  	[16.2, 16.2]	[left, right]	[2836.4371, 2882.4150]
12   	103978.08   	0.331   	0.4688  	[16.2, 16.2]	[left, right]	[2883.5294, 2914.4344]
13   	98127.74    	0.322   	0.5156  	[16.2, 16.2]	[left, right]	[2918.2589, 2914.3902]
14   	92232.14    	0.308   	0.5625  	[16.2, 16.2]	[left, right]	[2918.0995, 2912.2133]
15   	86391.92    	0.294   	0.6094  	[16.2, 16.2]	[left, right]	[2914.9629, 2906.6958]
16   	80624.67    	0.280   	0.6562  	[16.2, 16.2]	[left, right]	[2931.8914, 2903.3602]
17   	74840.49    	0.265   	0.7031  	[16.2, 16.2]	[left, right]	[2926.5707, 2915.0904]
18   	68984.25    	0.250   	0.7500  	[16.2, 16.2]	[back, front]	[2738.3506, 2724.0615]
19   	64139.63    	0.220   	0.7969  	[16.2, 16.2]	[back, front]	[2683.1977, 2660.7095]
20   	58875.56    	0.187   	0.8438  	[16.2, 16.2]	[back, front]	[2682.0892, 2695.1214]
21   	53397.97    	0.156   	0.8906  	[16.2, 16.2]	[back, front]	[2745.1506, 2746.2925]
22   	48007.27    	0.122   	0.9375  	[16.2, 16.2]	[back, front]	[2854.7906, 2844.3065]
23   	45510.86    	0.114   	0.9375  	[16.2, 16.2]	[back, front]	[2934.3940, 2916.7044]
24   	43675.46    	0.107   	0.9375  	[16.2, 16.2]	[back, front]	[2925.5915, 2915.6866]
25   	42097.79    	0.098   	0.9375  	[16.2, 16.2]	[back, front]	[2891.5119, 2914.9800]
26   	40963.85    	0.096   	0.9375  	[16.2, 16.2]	[back, front]	[2901.0001, 2916.3882]
27   	40080.31    	0.093   	0.9375  	[16.2, 16.2]	[back, front]	[2901.3945, 2912.6882]
28   	39433.03    	0.093   	0.9375  	[16.2, 16.2]	[right, left]	[2710.4336, 2713.4135]
29   	38434.77    	0.090   	0.9375  	[16.2, 16.2]	[right, left]	[2651.6232, 2667.7520]
30   	37462.04    	0.090   	0.9375  	[16.2, 16.2]	[right, left]	[2681.7434, 2693.0209]
31   	36399.75    	0.088   	0.9375  	[16.2, 16.2]	[right, left]	[2750.5277, 2747.8015]
32   	35217.83    	0.086   	0.9375  	[16.2, 16.2]	[right, left]	[2825.4102, 2830.6089]
33   	34374.58    	0.085   	0.9375  	[16.2, 16.2]	[right, left]	[2924.7337, 2909.3377]
34   	33343.67    	0.084   	0.9375  	[16.2, 16.2]	[right, left]	[2913.9981, 2931.0198]
35   	32298.59    	0.082   	0.9375  	[16.2, 16.2]	[right, left]	[2910.1728, 2929.2335]
36   	30989.26    	0.081   	0.9375  	[16.2, 16.2]	[right, left]	[2904.9622, 2920.1880]
37   	29338.06    	0.078   	0.9375  	[16.2, 16.2]	[right, left]	[2906.2239, 2931.2672]
38   	27278.68    	0.077   	0.9375  	[16.2, 16.2]	[front, back]	[2715.2626, 2729.2418]
39   	26392.04    	0.072   	0.9375  	[16.2, 16.2]	[front, back]	[2668.1000, 2666.8850]
40   	25581.39    	0.067   	0.9375  	[16.2, 16.2]	[front, back]	[2696.2645, 2685.2317]
41   	24496.14    	0.064   	0.9375  	[16.2, 16.2]	[front, back]	[2755.7509, 2746.4325]
42   	23431.31    	0.061   	0.9375  	[16.2, 16.2]	[left, right]	[2343.6114, 2343.2125]
43   	19708.34    	0.050   	0.9688  	[16.2, 16.2]	[left, right]	[2155.9544, 2158.3934]
44   	16066.38    	0.030   	1.0000  	[16.2, 16.2]	[left, right]	[1895.1921, 1900.2253]
45   	15262.47    	0.025   	1.0000  	[16.2, 16.2]	[left, right]	[1701.2285, 1705.5463]
46   	14011.28    	0.021   	1.0000  	[16.2, 16.2]	[front, back]	[1340.0817, 1341.0599]
47   	13330.69    	0.019   	1.0000  	[16.2, 16.2]	[front, back]	[1142.7167, 1148.8044]
48   	12742.05    	0.017   	1.0000  	[16.2, 16.2]	[left, right]	[911.2216, 927.4764]
49   	12347.53    	0.016   	1.0000  	[16.2, 16.2]	[left, right]	[788.0399, 778.1850]
50   	12099.97    	0.015   	1.0000  	[16.2, 16.2]	[left, right]	[699.2693, 709.1372]
51   	11848.16    	0.015   	1.0000  	[16.2, 16.2]	[up, up]	[668.3336, 660.8313]
52   	11626.11    	0.014   	1.0000  	[21.7, 21.7]	[front, back]	[666.4142, 659.3593]
53   	11320.73    	0.013   	1.0000  	[21.7, 21.7]	[front, right]	[662.8310, 670.6249]
54   	11037.92    	0.013   	1.0000  	[21.7, 21.7]	[front, right]	[691.6349, 708.5890]
55   	10617.81    	0.012   	1.0000  	[21.7, 21.7]	[left, back]	[746.2080, 751.9232]
56   	10217.28    	0.013   	1.0000  	[21.7, 21.7]	[left, back]	[848.0032, 828.6938]
57   	9470.44     	0.013   	1.0000  	[21.7, 21.7]	[hover, hover]	[744.9532, 719.4474]
58   	8991.70     	0.013   	1.0000  	[21.7, 21.7]	[hover, hover]	[647.9597, 625.8838]
59   	8594.01     	0.012   	1.0000  	[21.7, 21.7]	[hover, hover]	[565.9018, 547.4301]
